statecode,countycode,state,county,year,laborforce,employed,unemployed,rate
48,287,TX,Lee,2002,8523,8095,428,5
48,289,TX,Leon,2002,7321,6821,500,6.8
48,291,TX,Liberty,2002,31719,29117,2602,8.2
48,293,TX,Limestone,2002,10132,9559,573,5.7
48,295,TX,Lipscomb,2002,1480,1417,63,4.3
48,297,TX,Live Oak,2002,4946,4680,266,5.4
48,299,TX,Llano,2002,7728,7284,444,5.7
48,301,TX,Loving,2002,48,45,3,6.3
48,303,TX,Lubbock,2002,132892,127084,5808,4.4
48,305,TX,Lynn,2002,3020,2871,149,4.9
48,307,TX,McCulloch,2002,3637,3434,203,5.6
48,309,TX,McLennan,2002,106240,100218,6022,5.7
48,311,TX,McMullen,2002,434,415,19,4.4
48,313,TX,Madison,2002,5001,4703,298,6
48,315,TX,Marion,2002,4714,4365,349,7.4
48,317,TX,Martin,2002,2220,2116,104,4.7
48,319,TX,Mason,2002,2237,2158,79,3.5
48,321,TX,Matagorda,2002,17118,15546,1572,9.2
48,323,TX,Maverick,2002,17294,13909,3385,19.6
48,325,TX,Medina,2002,18599,17615,984,5.3
48,327,TX,Menard,2002,1134,1077,57,5
48,329,TX,Midland,2002,61211,58259,2952,4.8
48,331,TX,Milam,2002,11885,11160,725,6.1
48,333,TX,Mills,2002,2520,2410,110,4.4
48,335,TX,Mitchell,2002,3430,3178,252,7.3
48,337,TX,Montague,2002,9166,8620,546,6
48,339,TX,Montgomery,2002,168171,159597,8574,5.1
48,341,TX,Moore,2002,10199,9785,414,4.1
48,343,TX,Morris,2002,5996,5424,572,9.5
48,345,TX,Motley,2002,683,655,28,4.1
48,347,TX,Nacogdoches,2002,30134,28474,1660,5.5
48,349,TX,Navarro,2002,21879,20382,1497,6.8
48,351,TX,Newton,2002,6058,5348,710,11.7
48,353,TX,Nolan,2002,7384,6978,406,5.5
48,355,TX,Nueces,2002,151976,142724,9252,6.1
48,357,TX,Ochiltree,2002,4712,4525,187,4
48,359,TX,Oldham,2002,1182,1135,47,4
48,361,TX,Orange,2002,40921,37417,3504,8.6
48,363,TX,Palo Pinto,2002,13195,12393,802,6.1
48,365,TX,Panola,2002,10848,10110,738,6.8
48,367,TX,Parker,2002,47674,45164,2510,5.3
48,369,TX,Parmer,2002,4652,4463,189,4.1
48,371,TX,Pecos,2002,7172,6716,456,6.4
48,373,TX,Polk,2002,16544,15253,1291,7.8
48,375,TX,Potter,2002,54822,51334,3488,6.4
48,377,TX,Presidio,2002,3419,2881,538,15.7
48,379,TX,Rains,2002,4484,4185,299,6.7
48,381,TX,Randall,2002,61981,60125,1856,3
48,383,TX,Reagan,2002,1607,1539,68,4.2
48,385,TX,Real,2002,1335,1246,89,6.7
48,387,TX,Red River,2002,6448,5935,513,8
48,389,TX,Reeves,2002,5050,4340,710,14.1
48,391,TX,Refugio,2002,3677,3488,189,5.1
48,393,TX,Roberts,2002,523,506,17,3.3
48,395,TX,Robertson,2002,7241,6832,409,5.6
48,397,TX,Rockwall,2002,27265,25726,1539,5.6
48,399,TX,Runnels,2002,5178,4926,252,4.9
48,401,TX,Rusk,2002,21384,19981,1403,6.6
48,403,TX,Sabine,2002,3758,3276,482,12.8
48,405,TX,San Augustine,2002,3826,3553,273,7.1
48,407,TX,San Jacinto,2002,9726,9110,616,6.3
48,409,TX,San Patricio,2002,28216,26298,1918,6.8
48,411,TX,San Saba,2002,2764,2629,135,4.9
48,413,TX,Schleicher,2002,1430,1362,68,4.8
48,415,TX,Scurry,2002,7037,6599,438,6.2
48,417,TX,Shackelford,2002,1868,1792,76,4.1
48,419,TX,Shelby,2002,11980,11161,819,6.8
48,421,TX,Sherman,2002,1709,1651,58,3.4
48,423,TX,Smith,2002,89929,84889,5040,5.6
48,425,TX,Somervell,2002,3641,3435,206,5.7
48,427,TX,Starr,2002,19937,16620,3317,16.6
48,429,TX,Stephens,2002,4341,4061,280,6.5
48,431,TX,Sterling,2002,840,808,32,3.8
48,433,TX,Stonewall,2002,848,812,36,4.2
48,435,TX,Sutton,2002,2382,2291,91,3.8
48,437,TX,Swisher,2002,3917,3730,187,4.8
48,439,TX,Tarrant,2002,815484,766183,49301,6
48,441,TX,Taylor,2002,63354,60223,3131,4.9
48,443,TX,Terrell,2002,494,465,29,5.9
48,445,TX,Terry,2002,5583,5257,326,5.8
48,447,TX,Throckmorton,2002,1000,958,42,4.2
48,449,TX,Titus,2002,13950,13182,768,5.5
48,451,TX,Tom Green,2002,52183,49684,2499,4.8
48,453,TX,Travis,2002,490142,460978,29164,6
48,455,TX,Trinity,2002,5707,5309,398,7
48,457,TX,Tyler,2002,8407,7641,766,9.1
48,459,TX,Upshur,2002,17228,16135,1093,6.3
48,461,TX,Upton,2002,1529,1445,84,5.5
48,463,TX,Uvalde,2002,11695,10833,862,7.4
48,465,TX,Val Verde,2002,18864,17517,1347,7.1
48,467,TX,Van Zandt,2002,24207,22795,1412,5.8
48,469,TX,Victoria,2002,43407,40989,2418,5.6
48,471,TX,Walker,2002,25569,24081,1488,5.8
48,473,TX,Waller,2002,15833,14898,935,5.9
48,475,TX,Ward,2002,4398,4062,336,7.6
48,477,TX,Washington,2002,15545,14836,709,4.6
48,479,TX,Webb,2002,78022,72359,5663,7.3
48,481,TX,Wharton,2002,20639,19444,1195,5.8
48,483,TX,Wheeler,2002,2759,2633,126,4.6
48,485,TX,Wichita,2002,62819,59108,3711,5.9
48,487,TX,Wilbarger,2002,7427,7081,346,4.7
48,489,TX,Willacy,2002,7278,6362,916,12.6
48,491,TX,Williamson,2002,159667,150689,8978,5.6
48,493,TX,Wilson,2002,16403,15544,859,5.2
48,495,TX,Winkler,2002,2995,2734,261,8.7
48,497,TX,Wise,2002,26364,24943,1421,5.4
48,499,TX,Wood,2002,16943,15857,1086,6.4
48,501,TX,Yoakum,2002,3289,3111,178,5.4
48,503,TX,Young,2002,8910,8388,522,5.9
48,505,TX,Zapata,2002,4461,4072,389,8.7
48,507,TX,Zavala,2002,3929,3362,567,14.4
49,1,UT,Beaver,2002,3093,2949,144,4.7
49,3,UT,Box Elder,2002,21085,19898,1187,5.6
49,5,UT,Cache,2002,52540,50331,2209,4.2
49,7,UT,Carbon,2002,9439,8778,661,7
49,9,UT,Daggett,2002,509,484,25,4.9
49,11,UT,Davis,2002,124888,118588,6300,5
49,13,UT,Duchesne,2002,7013,6540,473,6.7
49,15,UT,Emery,2002,4793,4451,342,7.1
49,17,UT,Garfield,2002,2593,2350,243,9.4
49,19,UT,Grand,2002,4799,4437,362,7.5
49,21,UT,Iron,2002,17734,16799,935,5.3
49,23,UT,Juab,2002,3691,3416,275,7.5
49,25,UT,Kane,2002,2982,2823,159,5.3
49,27,UT,Millard,2002,6163,5881,282,4.6
49,29,UT,Morgan,2002,3549,3359,190,5.4
49,31,UT,Piute,2002,749,702,47,6.3
49,33,UT,Rich,2002,1257,1206,51,4.1
49,35,UT,Salt Lake,2002,495252,465786,29466,5.9
49,37,UT,San Juan,2002,4777,4367,410,8.6
49,39,UT,Sanpete,2002,10202,9533,669,6.6
49,41,UT,Sevier,2002,8859,8354,505,5.7
49,43,UT,Summit,2002,19446,18173,1273,6.5
49,45,UT,Tooele,2002,22322,20907,1415,6.3
49,47,UT,Uintah,2002,12619,11857,762,6
49,49,UT,Utah,2002,186116,175244,10872,5.8
49,51,UT,Wasatch,2002,8228,7708,520,6.3
49,53,UT,Washington,2002,44723,42371,2352,5.3
49,55,UT,Wayne,2002,1438,1346,92,6.4
49,57,UT,Weber,2002,103897,97432,6465,6.2
50,1,VT,Addison,2002,20757,20015,742,3.6
50,3,VT,Bennington,2002,20168,19227,941,4.7
50,5,VT,Caledonia,2002,15954,15165,789,4.9
50,7,VT,Chittenden,2002,86110,83091,3019,3.5
50,9,VT,Essex,2002,3286,3105,181,5.5
50,11,VT,Franklin,2002,25102,24042,1060,4.2
50,13,VT,Grand Isle,2002,3985,3790,195,4.9
50,15,VT,Lamoille,2002,13810,13230,580,4.2
50,17,VT,Orange,2002,16134,15531,603,3.7
50,19,VT,Orleans,2002,13567,12739,828,6.1
50,21,VT,Rutland,2002,34535,33128,1407,4.1
50,23,VT,Washington,2002,33464,32054,1410,4.2
50,25,VT,Windham,2002,24705,23874,831,3.4
50,27,VT,Windsor,2002,31546,30437,1109,3.5
51,1,VA,Accomack,2002,19016,18222,794,4.2
51,3,VA,Albemarle,2002,44322,42928,1394,3.1
51,5,VA,Alleghany,2002,8026,7600,426,5.3
51,7,VA,Amelia,2002,5997,5765,232,3.9
51,9,VA,Amherst,2002,15200,14365,835,5.5
51,11,VA,Appomattox,2002,6707,6324,383,5.7
51,13,VA,Arlington,2002,121119,117495,3624,3
51,15,VA,Augusta,2002,35520,34269,1251,3.5
51,17,VA,Bath,2002,2803,2679,124,4.4
51,19,VA,Bedford,2002,34735,33115,1620,4.7
51,21,VA,Bland,2002,3016,2856,160,5.3
51,23,VA,Botetourt,2002,17118,16491,627,3.7
51,25,VA,Brunswick,2002,6826,6389,437,6.4
51,27,VA,Buchanan,2002,8983,8344,639,7.1
51,29,VA,Buckingham,2002,6229,5988,241,3.9
51,31,VA,Campbell,2002,26392,24876,1516,5.7
51,33,VA,Caroline,2002,11285,10799,486,4.3
51,35,VA,Carroll,2002,14782,13802,980,6.6
51,36,VA,Charles City,2002,3725,3530,195,5.2
51,37,VA,Charlotte,2002,5542,5127,415,7.5
51,41,VA,Chesterfield,2002,147501,142446,5055,3.4
51,43,VA,Clarke,2002,7068,6853,215,3
51,45,VA,Craig,2002,2534,2431,103,4.1
51,47,VA,Culpeper,2002,17557,16890,667,3.8
51,49,VA,Cumberland,2002,4237,4081,156,3.7
51,51,VA,Dickenson,2002,5650,5206,444,7.9
51,53,VA,Dinwiddie,2002,12074,11590,484,4
51,57,VA,Essex,2002,5335,5098,237,4.4
51,59,VA,Fairfax,2002,552845,534079,18766,3.4
51,61,VA,Fauquier,2002,31829,30844,985,3.1
51,63,VA,Floyd,2002,6765,6467,298,4.4
51,65,VA,Fluvanna,2002,11234,10872,362,3.2
51,67,VA,Franklin,2002,25501,24169,1332,5.2
51,69,VA,Frederick,2002,34573,33371,1202,3.5
51,71,VA,Giles,2002,8016,7531,485,6.1
51,73,VA,Gloucester,2002,18590,18000,590,3.2
51,75,VA,Goochland,2002,9334,9019,315,3.4
51,77,VA,Grayson,2002,8005,7364,641,8
51,79,VA,Greene,2002,8896,8581,315,3.5
51,81,VA,Greensville,2002,4014,3828,186,4.6
51,83,VA,Halifax,2002,16758,15035,1723,10.3
51,85,VA,Hanover,2002,50099,48448,1651,3.3
51,87,VA,Henrico,2002,148325,142853,5472,3.7
51,89,VA,Henry,2002,28242,25380,2862,10.1
51,91,VA,Highland,2002,1122,1078,44,3.9
51,93,VA,Isle of Wight,2002,15846,15292,554,3.5
51,95,VA,James City,2002,25386,24546,840,3.3
51,97,VA,King and Queen,2002,3143,3004,139,4.4
51,99,VA,King George,2002,8813,8536,277,3.1
51,101,VA,King William,2002,7343,7075,268,3.6
51,103,VA,Lancaster,2002,5168,4836,332,6.4
51,105,VA,Lee,2002,9504,8958,546,5.7
51,107,VA,Loudoun,2002,116388,112030,4358,3.7
51,109,VA,Louisa,2002,13603,13007,596,4.4
51,111,VA,Lunenburg,2002,5466,5159,307,5.6
51,113,VA,Madison,2002,6987,6686,301,4.3
51,115,VA,Mathews,2002,4424,4247,177,4
51,117,VA,Mecklenburg,2002,14088,12646,1442,10.2
51,119,VA,Middlesex,2002,4738,4581,157,3.3
51,121,VA,Montgomery,2002,41353,39695,1658,4
51,125,VA,Nelson,2002,7102,6843,259,3.6
51,127,VA,New Kent,2002,7718,7437,281,3.6
51,131,VA,Northampton,2002,5876,5576,300,5.1
51,133,VA,Northumberland,2002,5577,5243,334,6
51,135,VA,Nottoway,2002,6351,6071,280,4.4
51,137,VA,Orange,2002,13287,12688,599,4.5
51,139,VA,Page,2002,12294,11535,759,6.2
51,141,VA,Patrick,2002,9601,8790,811,8.4
51,143,VA,Pittsylvania,2002,32838,30524,2314,7
51,145,VA,Powhatan,2002,12114,11732,382,3.2
51,147,VA,Prince Edward,2002,8266,7779,487,5.9
51,149,VA,Prince George,2002,14114,13568,546,3.9
51,153,VA,Prince William,2002,166146,160457,5689,3.4
51,155,VA,Pulaski,2002,17566,16452,1114,6.3
51,157,VA,Rappahannock,2002,3728,3601,127,3.4
51,159,VA,Richmond,2002,3508,3308,200,5.7
51,161,VA,Roanoke,2002,47125,45587,1538,3.3
51,163,VA,Rockbridge,2002,11029,10644,385,3.5
51,165,VA,Rockingham,2002,37652,36334,1318,3.5
51,167,VA,Russell,2002,12140,11369,771,6.4
51,169,VA,Scott,2002,9816,9292,524,5.3
51,171,VA,Shenandoah,2002,19057,18460,597,3.1
51,173,VA,Smyth,2002,15475,14223,1252,8.1
51,175,VA,Southampton,2002,7436,7124,312,4.2
51,177,VA,Spotsylvania,2002,53322,51777,1545,2.9
51,179,VA,Stafford,2002,53202,51592,1610,3
51,181,VA,Surry,2002,3558,3397,161,4.5
51,183,VA,Sussex,2002,4385,4130,255,5.8
51,185,VA,Tazewell,2002,20101,18936,1165,5.8
51,187,VA,Warren,2002,17082,16400,682,4
51,191,VA,Washington,2002,25931,24351,1580,6.1
51,193,VA,Westmoreland,2002,7875,7500,375,4.8
51,195,VA,Wise,2002,16917,15915,1002,5.9
51,197,VA,Wythe,2002,14333,13432,901,6.3
51,199,VA,York,2002,28920,28027,893,3.1
51,510,VA,Alexandria,2002,83146,80282,2864,3.4
51,520,VA,Bristol,2002,7573,7195,378,5
51,530,VA,Buena Vista,2002,3331,3179,152,4.6
51,540,VA,Charlottesville,2002,19644,18879,765,3.9
51,550,VA,Chesapeake,2002,103352,99526,3826,3.7
51,570,VA,Colonial Heights,2002,8770,8389,381,4.3
51,580,VA,Covington,2002,3066,2874,192,6.3
51,590,VA,Danville,2002,21686,19811,1875,8.6
51,595,VA,Emporia,2002,2399,2276,123,5.1
51,600,VA,Fairfax,2002,12338,12066,272,2.2
51,610,VA,Falls Church,2002,6203,5992,211,3.4
51,620,VA,Franklin,2002,3535,3364,171,4.8
51,630,VA,Fredericksburg,2002,10712,10127,585,5.5
51,640,VA,Galax,2002,3268,3005,263,8
51,650,VA,Hampton,2002,65854,62648,3206,4.9
51,660,VA,Harrisonburg,2002,20386,19632,754,3.7
51,670,VA,Hopewell,2002,10108,9481,627,6.2
51,678,VA,Lexington,2002,2362,2230,132,5.6
51,680,VA,Lynchburg,2002,30328,28540,1788,5.9
51,683,VA,Manassas,2002,19862,19002,860,4.3
51,685,VA,Manassas Park,2002,6015,5848,167,2.8
51,690,VA,Martinsville,2002,6508,5688,820,12.6
51,700,VA,Newport News,2002,85247,81335,3912,4.6
51,710,VA,Norfolk,2002,98076,93011,5065,5.2
51,720,VA,Norton,2002,1581,1503,78,4.9
51,730,VA,Petersburg,2002,14076,13021,1055,7.5
51,735,VA,Poquoson,2002,5978,5813,165,2.8
51,740,VA,Portsmouth,2002,43884,41552,2332,5.3
51,750,VA,Radford,2002,7358,6972,386,5.2
51,760,VA,Richmond,2002,96296,90760,5536,5.7
51,770,VA,Roanoke,2002,47115,44769,2346,5
51,775,VA,Salem,2002,13234,12724,510,3.9
51,790,VA,Staunton,2002,11750,11296,454,3.9
51,800,VA,Suffolk,2002,33002,31575,1427,4.3
51,810,VA,Virginia Beach,2002,213845,206207,7638,3.6
51,820,VA,Waynesboro,2002,9559,9104,455,4.8
51,830,VA,Williamsburg,2002,4636,4298,338,7.3
51,840,VA,Winchester,2002,13248,12722,526,4
53,1,WA,Adams,2002,8166,7418,748,9.2
53,3,WA,Asotin,2002,10172,9458,714,7
53,5,WA,Benton,2002,79974,74913,5061,6.3
53,7,WA,Chelan,2002,35643,32523,3120,8.8
53,9,WA,Clallam,2002,26463,24143,2320,8.8
53,11,WA,Clark,2002,185358,168119,17239,9.3
53,13,WA,Columbia,2002,1668,1496,172,10.3
53,15,WA,Cowlitz,2002,42346,37775,4571,10.8
53,17,WA,Douglas,2002,17691,16338,1353,7.6
53,19,WA,Ferry,2002,2948,2632,316,10.7
53,21,WA,Franklin,2002,24536,22408,2128,8.7
53,23,WA,Garfield,2002,1061,993,68,6.4
53,25,WA,Grant,2002,36076,32615,3461,9.6
53,27,WA,Grays Harbor,2002,28968,26201,2767,9.6
53,29,WA,Island,2002,30155,27909,2246,7.4
53,31,WA,Jefferson,2002,12356,11381,975,7.9
53,33,WA,King,2002,983366,922965,60401,6.1
53,35,WA,Kitsap,2002,110392,102875,7517,6.8
53,37,WA,Kittitas,2002,17902,16593,1309,7.3
53,39,WA,Klickitat,2002,9501,8407,1094,11.5
53,41,WA,Lewis,2002,29495,26731,2764,9.4
53,43,WA,Lincoln,2002,4594,4273,321,7
53,45,WA,Mason,2002,21634,19804,1830,8.5
53,47,WA,Okanogan,2002,18649,16749,1900,10.2
53,49,WA,Pacific,2002,8649,7843,806,9.3
53,51,WA,Pend Oreille,2002,4660,4203,457,9.8
53,53,WA,Pierce,2002,343525,315545,27980,8.1
53,55,WA,San Juan,2002,7559,7111,448,5.9
53,57,WA,Skagit,2002,52144,47785,4359,8.4
53,59,WA,Skamania,2002,4718,4243,475,10.1
53,61,WA,Snohomish,2002,332439,308928,23511,7.1
53,63,WA,Spokane,2002,210686,194342,16344,7.8
53,65,WA,Stevens,2002,17399,15635,1764,10.1
53,67,WA,Thurston,2002,111009,103746,7263,6.5
53,69,WA,Wahkiakum,2002,1547,1389,158,10.2
53,71,WA,Walla Walla,2002,28118,26152,1966,7
53,73,WA,Whatcom,2002,90836,84489,6347,7
53,75,WA,Whitman,2002,18992,18063,929,4.9
53,77,WA,Yakima,2002,111441,100568,10873,9.8
54,1,WV,Barbour,2002,6792,6298,494,7.3
54,3,WV,Berkeley,2002,40631,38721,1910,4.7
54,5,WV,Boone,2002,9796,9051,745,7.6
54,7,WV,Braxton,2002,5917,5467,450,7.6
54,9,WV,Brooke,2002,11494,10813,681,5.9
54,11,WV,Cabell,2002,44051,41730,2321,5.3
54,13,WV,Calhoun,2002,2909,2591,318,10.9
54,15,WV,Clay,2002,3674,3300,374,10.2
54,17,WV,Doddridge,2002,2917,2724,193,6.6
54,19,WV,Fayette,2002,18452,17102,1350,7.3
54,21,WV,Gilmer,2002,2950,2748,202,6.8
54,23,WV,Grant,2002,5390,5046,344,6.4
54,25,WV,Greenbrier,2002,15122,14114,1008,6.7
54,27,WV,Hampshire,2002,9110,8682,428,4.7
54,29,WV,Hancock,2002,15119,14316,803,5.3
54,31,WV,Hardy,2002,6974,6687,287,4.1
54,33,WV,Harrison,2002,30788,28971,1817,5.9
54,35,WV,Jackson,2002,12253,11463,790,6.4
54,37,WV,Jefferson,2002,23249,22338,911,3.9
54,39,WV,Kanawha,2002,94366,89369,4997,5.3
54,41,WV,Lewis,2002,7363,6874,489,6.6
54,43,WV,Lincoln,2002,8155,7482,673,8.3
54,45,WV,Logan,2002,13299,12305,994,7.5
54,47,WV,McDowell,2002,7018,6335,683,9.7
54,49,WV,Marion,2002,25596,24051,1545,6
54,51,WV,Marshall,2002,15397,14370,1027,6.7
54,53,WV,Mason,2002,10547,9661,886,8.4
54,55,WV,Mercer,2002,25512,24086,1426,5.6
54,57,WV,Mineral,2002,12928,12072,856,6.6
54,59,WV,Mingo,2002,8725,7972,753,8.6
54,61,WV,Monongalia,2002,41728,39901,1827,4.4
54,63,WV,Monroe,2002,5842,5550,292,5
54,65,WV,Morgan,2002,7116,6801,315,4.4
54,67,WV,Nicholas,2002,10741,9966,775,7.2
54,69,WV,Ohio,2002,21439,20333,1106,5.2
54,71,WV,Pendleton,2002,3791,3616,175,4.6
54,73,WV,Pleasants,2002,3337,3104,233,7
54,75,WV,Pocahontas,2002,3996,3720,276,6.9
54,77,WV,Preston,2002,13651,12804,847,6.2
54,79,WV,Putnam,2002,26113,24815,1298,5
54,81,WV,Raleigh,2002,32381,30493,1888,5.8
54,83,WV,Randolph,2002,12717,11871,846,6.7
54,85,WV,Ritchie,2002,4548,4223,325,7.1
54,87,WV,Roane,2002,5697,5186,511,9
54,89,WV,Summers,2002,4792,4444,348,7.3
54,91,WV,Taylor,2002,6942,6537,405,5.8
54,93,WV,Tucker,2002,3264,3008,256,7.8
54,95,WV,Tyler,2002,3790,3533,257,6.8
54,97,WV,Upshur,2002,10692,10010,682,6.4
54,99,WV,Wayne,2002,17532,16423,1109,6.3
54,101,WV,Webster,2002,3276,3056,220,6.7
54,103,WV,Wetzel,2002,6812,6261,551,8.1
54,105,WV,Wirt,2002,2543,2340,203,8
54,107,WV,Wood,2002,42016,39645,2371,5.6
54,109,WV,Wyoming,2002,8757,8174,583,6.7
55,1,WI,Adams,2002,9197,8659,538,5.8
55,3,WI,Ashland,2002,9265,8578,687,7.4
55,5,WI,Barron,2002,25464,24080,1384,5.4
55,7,WI,Bayfield,2002,8021,7509,512,6.4
55,9,WI,Brown,2002,133858,127065,6793,5.1
55,11,WI,Buffalo,2002,8227,7816,411,5
55,13,WI,Burnett,2002,8190,7708,482,5.9
55,15,WI,Calumet,2002,24840,23574,1266,5.1
55,17,WI,Chippewa,2002,30982,28971,2011,6.5
55,19,WI,Clark,2002,17897,16826,1071,6
55,21,WI,Columbia,2002,30848,29252,1596,5.2
55,23,WI,Crawford,2002,9296,8777,519,5.6
55,25,WI,Dane,2002,277232,267716,9516,3.4
55,27,WI,Dodge,2002,46599,43996,2603,5.6
55,29,WI,Door,2002,17217,16319,898,5.2
55,31,WI,Douglas,2002,22815,21448,1367,6
55,33,WI,Dunn,2002,23252,22141,1111,4.8
55,35,WI,Eau Claire,2002,54007,51533,2474,4.6
55,37,WI,Florence,2002,2739,2566,173,6.3
55,39,WI,Fond du Lac,2002,57002,54166,2836,5
55,41,WI,Forest,2002,4948,4597,351,7.1
55,43,WI,Grant,2002,28151,26785,1366,4.9
55,45,WI,Green,2002,20117,19105,1012,5
55,47,WI,Green Lake,2002,10903,10197,706,6.5
55,49,WI,Iowa,2002,14044,13461,583,4.2
55,51,WI,Iron,2002,3361,3054,307,9.1
55,53,WI,Jackson,2002,9887,9285,602,6.1
55,55,WI,Jefferson,2002,42605,40546,2059,4.8
55,57,WI,Juneau,2002,13057,12097,960,7.4
55,59,WI,Kenosha,2002,81472,76542,4930,6.1
55,61,WI,Kewaunee,2002,11814,11209,605,5.1
55,63,WI,La Crosse,2002,62409,59665,2744,4.4
55,65,WI,Lafayette,2002,9333,8850,483,5.2
55,67,WI,Langlade,2002,11267,10508,759,6.7
55,69,WI,Lincoln,2002,16242,15244,998,6.1
55,71,WI,Manitowoc,2002,46286,43453,2833,6.1
55,73,WI,Marathon,2002,73381,69869,3512,4.8
55,75,WI,Marinette,2002,22868,21320,1548,6.8
55,77,WI,Marquette,2002,7804,7227,577,7.4
55,78,WI,Menominee,2002,1725,1509,216,12.5
55,79,WI,Milwaukee,2002,468210,436967,31243,6.7
55,81,WI,Monroe,2002,22555,21439,1116,4.9
55,83,WI,Oconto,2002,19987,18729,1258,6.3
55,85,WI,Oneida,2002,20422,19070,1352,6.6
55,87,WI,Outagamie,2002,94587,89461,5126,5.4
55,89,WI,Ozaukee,2002,47522,45424,2098,4.4
55,91,WI,Pepin,2002,4010,3806,204,5.1
55,93,WI,Pierce,2002,22724,21757,967,4.3
55,95,WI,Polk,2002,23507,22044,1463,6.2
55,97,WI,Portage,2002,39640,37669,1971,5
55,99,WI,Price,2002,8445,8001,444,5.3
55,101,WI,Racine,2002,99437,92990,6447,6.5
55,103,WI,Richland,2002,9896,9439,457,4.6
55,105,WI,Rock,2002,82531,77440,5091,6.2
55,107,WI,Rusk,2002,7937,7405,532,6.7
55,109,WI,St. Croix,2002,40631,38359,2272,5.6
55,111,WI,Sauk,2002,34171,32627,1544,4.5
55,113,WI,Sawyer,2002,9200,8623,577,6.3
55,115,WI,Shawano,2002,22572,21348,1224,5.4
55,117,WI,Sheboygan,2002,64264,61141,3123,4.9
55,119,WI,Taylor,2002,11209,10610,599,5.3
55,121,WI,Trempealeau,2002,15816,14942,874,5.5
55,123,WI,Vernon,2002,14859,14062,797,5.4
55,125,WI,Vilas,2002,11736,11029,707,6
55,127,WI,Walworth,2002,55579,52860,2719,4.9
55,129,WI,Washburn,2002,8132,7571,561,6.9
55,131,WI,Washington,2002,70495,67068,3427,4.9
55,133,WI,Waukesha,2002,211632,201776,9856,4.7
55,135,WI,Waupaca,2002,28291,26772,1519,5.4
55,137,WI,Waushara,2002,12414,11636,778,6.3
55,139,WI,Winnebago,2002,92228,87665,4563,4.9
55,141,WI,Wood,2002,41067,38674,2393,5.8
56,1,WY,Albany,2002,18358,17754,604,3.3
56,3,WY,Big Horn,2002,5164,4892,272,5.3
56,5,WY,Campbell,2002,22090,21434,656,3
56,7,WY,Carbon,2002,7789,7439,350,4.5
56,9,WY,Converse,2002,6271,6010,261,4.2
56,11,WY,Crook,2002,3074,2963,111,3.6
56,13,WY,Fremont,2002,18147,17197,950,5.2
56,15,WY,Goshen,2002,5943,5694,249,4.2
56,17,WY,Hot Springs,2002,2525,2408,117,4.6
56,19,WY,Johnson,2002,3575,3436,139,3.9
56,21,WY,Laramie,2002,40826,39131,1695,4.2
56,23,WY,Lincoln,2002,7488,7147,341,4.6
56,25,WY,Natrona,2002,37441,35925,1516,4
56,27,WY,Niobrara,2002,1150,1098,52,4.5
56,29,WY,Park,2002,14284,13650,634,4.4
56,31,WY,Platte,2002,4122,3930,192,4.7
56,33,WY,Sheridan,2002,14897,14301,596,4
56,35,WY,Sublette,2002,3880,3769,111,2.9
56,37,WY,Sweetwater,2002,20176,19350,826,4.1
56,39,WY,Teton,2002,13791,13378,413,3
56,41,WY,Uinta,2002,11086,10617,469,4.2
56,43,WY,Washakie,2002,4158,3949,209,5
56,45,WY,Weston,2002,3311,3178,133,4
72,1,PR,Adjuntas ,2002,5226,4496,730,14
72,3,PR,Aguada ,2002,14574,12388,2186,15
72,5,PR,Aguadilla ,2002,20841,17647,3194,15.3
72,7,PR,Aguas Buenas ,2002,9164,7949,1215,13.3
72,9,PR,Aibonito ,2002,7834,6712,1122,14.3
72,11,PR,Anasco ,2002,10245,8588,1657,16.2
72,13,PR,Arecibo ,2002,33347,28829,4518,13.5
72,15,PR,Arroyo ,2002,5319,4410,909,17.1
72,17,PR,Barceloneta ,2002,7230,6092,1138,15.7
72,19,PR,Barranquitas ,2002,7505,6515,990,13.2
72,21,PR,Bayamon ,2002,83557,75836,7721,9.2
72,23,PR,Cabo Rojo ,2002,18111,16084,2027,11.2
72,25,PR,Caguas ,2002,53701,47596,6105,11.4
72,27,PR,Camuy ,2002,12751,10689,2062,16.2
72,29,PR,Canovanas ,2002,13873,11873,2000,14.4
72,31,PR,Carolina ,2002,77334,69980,7354,9.5
72,33,PR,Catano ,2002,8603,7592,1011,11.8
72,35,PR,Cayey ,2002,15810,13707,2103,13.3
72,37,PR,Ceiba ,2002,5782,4943,839,14.5
72,39,PR,Ciales ,2002,5187,4239,948,18.3
72,41,PR,Cidra ,2002,14483,12744,1739,12
72,43,PR,Coamo ,2002,11642,10053,1589,13.6
72,45,PR,Comerio ,2002,4994,4165,829,16.6
72,47,PR,Corozal ,2002,10113,8950,1163,11.5
72,49,PR,Culebra ,2002,854,798,56,6.6
72,51,PR,Dorado ,2002,12231,11047,1184,9.7
72,53,PR,Fajardo ,2002,14460,12191,2269,15.7
72,54,PR,Florida ,2002,3727,3127,600,16.1
72,55,PR,Guanica ,2002,6111,4981,1130,18.5
72,57,PR,Guayama ,2002,13714,11448,2266,16.5
72,59,PR,Guayanilla ,2002,6483,5379,1104,17
72,61,PR,Guaynabo ,2002,43753,40786,2967,6.8
72,63,PR,Gurabo ,2002,14108,12552,1556,11
72,65,PR,Hatillo ,2002,12315,10590,1725,14
